Horario;Dia;Data;Clube 1;Clube 2;Vencedor;Rodada;Arena;p1;p2;C1 Estado;C2 Estado;Vencedor Estado
16h00;Domingo;30/11/2003;Goiás;Santos;Goiás;44ª Rodada;Serra Dourada;3;0;GO;SP;GO
16h00;Domingo;30/11/2003;Fortaleza;Paraná;Fortaleza;44ª Rodada;Castelão;5;3;CE;PR;CE
16h00;Domingo;30/11/2003;Criciúma;Grêmio;Grêmio;44ª Rodada;Heriberto Hulse;0;2;SC;RS;RS
17h00;Domingo;30/11/2003;Vitória;Coritiba;Vitória;44ª Rodada;Barradão;1;0;ES;PR;ES
18h00;Domingo;30/11/2003;Ponte Preta;São Paulo;São Paulo;44ª Rodada;Moisés Lucarelli;1;2;SP;SP;SP
18h00;Domingo;30/11/2003;Corinthians;Bahia;Bahia;44ª Rodada;Pacaembu;1;2;SP;BH;BH
16h00;Domingo;30/11/2003;CRUZEIRO;PAYSANDU;CRUZEIRO;44ª Rodada;Mineirão;2;1;MG;PA;MG
17h00;Sábado;06/12/2003;Vitória;Atlético-MG;Atlético-MG;45ª Rodada;Barradão;0;1;ES;MG;MG
17h00;Sábado;06/12/2003;Goiás;Figueirense;Figueirense;45ª Rodada;Serra Dourada;0;3;GO;SC;SC
18h00;Sábado;06/12/2003;Atlético-PR;Vasco;-;45ª Rodada;Arena da Baixada;2;2;PR;RJ;Empate
18h00;Sábado;06/12/2003;Corinthians;Paraná;-;45ª Rodada;Pacaembu;1;1;SP;PR;Empate
16h00;Domingo;07/12/2003;Cruzeiro;Fluminense;Cruzeiro;45ª Rodada;Mineirão;5;2;MG;RJ;MG
16h00;Domingo;07/12/2003;Guarani;Paysandu;Guarani;45ª Rodada;Brinco de Ouro;2;1;SP;PA;SP
16h00;Domingo;07/12/2003;Santos;Grêmio;-;45ª Rodada;Vila Belmiro;2;2;SP;RS;Empate
16h00;Domingo;07/12/2003;Flamengo;Ponte Preta;-;45ª Rodada;Maracanã;1;1;RJ;SP;Empate
16h00;Domingo;07/12/2003;Criciúma;Bahia;Criciúma;45ª Rodada;Heriberto Hulse;3;2;SC;BH;SC
16h00;Domingo;07/12/2003;Fortaleza;Coritiba;-;45ª Rodada;Presidente Vargas;2;2;CE;PR;Empate
18h00;Domingo;07/12/2003;Internacional;São Paulo;-;45ª Rodada;Beira Rio;1;1;RS;SP;Empate
18h00;Domingo;07/12/2003;Juventude;São Caetano;Juventude;45ª Rodada;Alfredo Jaconi;2;1;RS;SP;RS
16h00;Sábado;13/12/2003;Paraná;Vitória;Paraná;46ª Rodada;Pinheirão;2;0;PR;ES;PR
16h00;Sábado;13/12/2003;Coritiba;Criciúma;Coritiba;46ª Rodada;Couto Pereira;2;0;PR;SC;PR
16h00;Sábado;13/12/2003;Atlético-MG;Goiás;Atlético-MG;46ª Rodada;Ipatingão;3;2;MG;GO;MG
16h00;Sábado;13/12/2003;Figueirense;Guarani;Figueirense;46ª Rodada;Orlando Scarpelli;2;0;SC;SP;SC
16h00;Sábado;13/12/2003;São Caetano;Internacional;São Caetano;46ª Rodada;Anacleto Campanella;5;0;SP;RS;SP
16h00;Domingo;14/12/2003;Grêmio;Corinthians;Grêmio;46ª Rodada;Olímpico;3;0;RS;SP;RS
16h00;Domingo;14/12/2003;Ponte Preta;Fortaleza;Ponte Preta;46ª Rodada;Moisés Lucarelli;2;0;SP;CE;SP
16h00;Domingo;14/12/2003;Bahia;Cruzeiro;Cruzeiro;46ª Rodada;Fonte Nova;0;7;BH;MG;MG
16h00;Domingo;14/12/2003;Fluminense;Juventude;Fluminense;46ª Rodada;Maracanã;1;0;RJ;RS;RJ
16h00;Domingo;14/12/2003;Paysandu;Atlético-PR;-;46ª Rodada;Mangueirão;2;2;PA;PR;Empate
18h00;Domingo;14/12/2003;Vasco;Santos;-;46ª Rodada;São Januário;1;1;RJ;SP;Empate
18h00;Domingo;14/12/2003;São Paulo;Flamengo;Flamengo;46ª Rodada;Morumbi;1;3;SP;RJ;RJ
16h00;Quarta-feira;21/04/2004;Botafogo;Goiás;Goiás;1ª Rodada;Caio Martins;1;4;RJ;GO;GO
16h00;Quarta-feira;21/04/2004;Figueirense;Internacional;Figueirense;1ª Rodada;Orlando Scarpelli;1;0;SC;RS;SC
16h00;Quarta-feira;21/04/2004;São Caetano;Vitória;São Caetano;1ª Rodada;Anacleto Campanella;1;0;SP;ES;SP
18h00;Quarta-feira;21/04/2004;Cruzeiro;Juventude;Cruzeiro;1ª Rodada;Ipatingão;2;1;MG;RS;MG
18h00;Quarta-feira;21/04/2004;Palmeiras;Atlético-MG;-;1ª Rodada;Parque Antártica;0;0;SP;MG;Empate
21h45;Quarta-feira;21/04/2004;Grêmio;Flamengo;-;1ª Rodada;Olímpico;0;0;RS;RJ;Empate
21h45;Quarta-feira;21/04/2004;Ponte Preta;Corinthians;Ponte Preta;1ª Rodada;Moisés Lucarelli;3;2;SP;SP;SP
21h45;Quarta-feira;21/04/2004;Paraná;Santos;Paraná;1ª Rodada;Pinheirão;3;2;PR;SP;PR
20h30;Quinta-feira;22/04/2004;Coritiba;Guarani;Coritiba;1ª Rodada;Couto Pereira;1;0;PR;SP;PR
20h30;Quinta-feira;22/04/2004;Vasco;Criciúma;Criciúma;1ª Rodada;São Januário;0;1;RJ;SC;SC
20h30;Quinta-feira;22/04/2004;Paysandu;Fluminense;-;1ª Rodada;Mangueirão;3;3;PA;RJ;Empate
20h30;Quinta-feira;22/04/2004;São Paulo;Atlético-PR;São Paulo;1ª Rodada;Morumbi;1;0;SP;PR;SP
16h00;Sábado;24/04/2004;Flamengo;Ponte Preta;-;2ª Rodada;Raulino de Oliveira;0;0;RJ;SP;Empate
16h00;Sábado;24/04/2004;Goiás;Cruzeiro;-;2ª Rodada;Serra Dourada;2;2;GO;MG;Empate
16h00;Sábado;24/04/2004;Juventude;Grêmio;-;2ª Rodada;Alfredo Jaconi;1;1;RS;RS;Empate
16h00;Domingo;25/04/2004;Internacional;Palmeiras;Internacional;2ª Rodada;Beira Rio;1;0;RS;SP;RS
16h00;Domingo;25/04/2004;Atlético-MG;Vasco;-;2ª Rodada;Mineirão;1;1;MG;RJ;Empate
16h00;Domingo;25/04/2004;Fluminense;Coritiba;-;2ª Rodada;Maracanã;1;1;RJ;PR;Empate
16h00;Domingo;25/04/2004;Corinthians;Paysandu;Corinthians;2ª Rodada;Pacaembu;2;1;SP;PA;SP
16h00;Domingo;25/04/2004;Guarani;São Caetano;-;2ª Rodada;Brinco de Ouro;1;1;SP;SP;Empate
16h00;Domingo;25/04/2004;Atlético-PR;Figueirense;Figueirense;2ª Rodada;Arena da Baixada;0;3;PR;SC;SC
17h00;Domingo;25/04/2004;Vitória;Paraná;Vitória;2ª Rodada;Barradão;6;1;ES;PR;ES
18h00;Domingo;25/04/2004;Criciúma;São Paulo;-;2ª Rodada;Heriberto Hulse;1;1;SC;SP;Empate
18h00;Domingo;25/04/2004;Santos;Botafogo;Santos;2ª Rodada;Vila Belmiro;2;0;SP;RJ;SP
20h30;Quarta-feira;28/04/2004;Botafogo;Atlético-MG;-;3ª Rodada;Caio Martins;2;2;RJ;MG;Empate
20h30;Quarta-feira;28/04/2004;Coritiba;Internacional;-;3ª Rodada;Couto Pereira;1;1;PR;RS;Empate
20h30;Quarta-feira;28/04/2004;Paysandu;Atlético-PR;Atlético-PR;3ª Rodada;Mangueirão;0;3;PA;PR;PR
20h30;Quarta-feira;28/04/2004;Cruzeiro;Criciúma;-;3ª Rodada;Independência;2;2;MG;SC;Empate
20h30;Quarta-feira;28/04/2004;Ponte Preta;Goiás;Ponte Preta;3ª Rodada;Moisés Lucarelli;2;0;SP;GO;SP
21h45;Quarta-feira;28/04/2004;Grêmio;Corinthians;Grêmio;3ª Rodada;Olímpico;4;0;RS;SP;RS
21h45;Quarta-feira;28/04/2004;Figueirense;Santos;Figueirense;3ª Rodada;Orlando Scarpelli;2;1;SC;SP;SC
21h45;Quarta-feira;28/04/2004;São Paulo;Fluminense;São Paulo;3ª Rodada;Morumbi;1;0;SP;RJ;SP
20h30;Quinta-feira;29/04/2004;Paraná;Flamengo;Paraná;3ª Rodada;Pinheirão;2;1;PR;RJ;PR
20h30;Quinta-feira;29/04/2004;Vasco;Guarani;Guarani;3ª Rodada;São Januário;0;1;RJ;SP;SP
20h30;Quinta-feira;29/04/2004;Palmeiras;Vitória;-;3ª Rodada;Parque Antártica;2;2;SP;ES;Empate
16h00;Sábado;01/05/2004;Internacional;Paysandu;Internacional;4ª Rodada;Beira Rio;1;0;RS;PA;RS
16h00;Sábado;01/05/2004;Criciúma;Botafogo;Criciúma;4ª Rodada;Heriberto Hulse;1;0;SC;RJ;SC
18h00;Sábado;01/05/2004;Atlético-MG;Ponte Preta;Ponte Preta;4ª Rodada;Independência;1;2;MG;SP;SP
18h00;Sábado;01/05/2004;Goiás;Grêmio;Goiás;4ª Rodada;Serra Dourada;4;0;GO;RS;GO
16h00;Domingo;02/05/2004;Flamengo;São Caetano;-;4ª Rodada;Raulino de Oliveira;1;1;RJ;SP;Empate
16h00;Domingo;02/05/2004;Santos;Cruzeiro;Cruzeiro;4ª Rodada;Vila Belmiro;1;3;SP;MG;MG
16h00;Domingo;02/05/2004;Fluminense;Vasco;Fluminense;4ª Rodada;Maracanã;1;0;RJ;RJ;RJ
16h00;Domingo;02/05/2004;Corinthians;Palmeiras;Palmeiras;4ª Rodada;Morumbi;0;4;SP;SP;SP
16h00;Domingo;02/05/2004;Juventude;Paraná;Juventude;4ª Rodada;Alfredo Jaconi;4;0;RS;PR;RS
17h00;Domingo;02/05/2004;Vitória;Figueirense;Vitória;4ª Rodada;Barradão;3;1;ES;SC;ES
18h00;Domingo;02/05/2004;Guarani;São Paulo;São Paulo;4ª Rodada;Brinco de Ouro;2;3;SP;SP;SP
18h00;Domingo;02/05/2004;Atlético-PR;Coritiba;-;4ª Rodada;Arena da Baixada;1;1;PR;PR;Empate
16h00;Sábado;08/05/2004;Santos;Juventude;Santos;5ª Rodada;Vila Belmiro;2;1;SP;RS;SP
16h00;Sábado;08/05/2004;Paraná;Cruzeiro;Paraná;5ª Rodada;Pinheirão;2;0;PR;MG;PR
16h00;Sábado;08/05/2004;Guarani;Atlético-PR;-;5ª Rodada;Brinco de Ouro;0;0;SP;PR;Empate
16h00;Sábado;08/05/2004;São Caetano;Criciúma;São Caetano;5ª Rodada;Anacleto Campanella;5;0;SP;SC;SP
18h00;Sábado;08/05/2004;Vasco;Grêmio;-;5ª Rodada;São Januário;1;1;RJ;RS;Empate
18h00;Sábado;08/05/2004;Palmeiras;Ponte Preta;Palmeiras;5ª Rodada;Parque Antártica;3;0;SP;SP;SP
16h00;Domingo;09/05/2004;Internacional;Fluminense;-;5ª Rodada;Beira Rio;0;0;RS;RJ;Empate
16h00;Domingo;09/05/2004;Atlético-MG;Corinthians;-;5ª Rodada;Independência;2;2;MG;SP;Empate
16h00;Domingo;09/05/2004;Botafogo;Paysandu;-;5ª Rodada;Caio Martins;2;2;RJ;PA;Empate
17h00;Domingo;09/05/2004;Goiás;Figueirense;Goiás;5ª Rodada;Serra Dourada;1;0;GO;SC;GO
18h00;Domingo;09/05/2004;Vitória;Flamengo;Vitória;5ª Rodada;Barradão;5;1;ES;RJ;ES
18h00;Domingo;09/05/2004;Coritiba;São Paulo;São Paulo;5ª Rodada;Couto Pereira;1;2;PR;SP;SP
18h00;Sábado;15/05/2004;Paysandu;Vasco;Vasco;6ª Rodada;Mangueirão;1;2;PA;RJ;RJ
18h00;Sábado;15/05/2004;Atlético-PR;Santos;Atlético-PR;6ª Rodada;Arena da Baixada;1;0;PR;SP;PR
16h00;Domingo;16/05/2004;Cruzeiro;Palmeiras;Cruzeiro;6ª Rodada;Independência;2;1;MG;SP;MG
16h00;Domingo;16/05/2004;Flamengo;Internacional;Internacional;6ª Rodada;Raulino de Oliveira;1;2;RJ;RS;RS
16h00;Domingo;16/05/2004;Figueirense;São Caetano;Figueirense;6ª Rodada;Orlando Scarpelli;1;0;SC;SP;SC
16h00;Domingo;16/05/2004;Criciúma;Goiás;Criciúma;6ª Rodada;Heriberto Hulse;7;2;SC;GO;SC
16h00;Domingo;16/05/2004;Juventude;Atlético-MG;-;6ª Rodada;Alfredo Jaconi;1;1;RS;MG;Empate
16h00;Domingo;16/05/2004;Ponte Preta;Coritiba;-;6ª Rodada;Moisés Lucarelli;0;0;SP;PR;Empate
18h00;Domingo;16/05/2004;Grêmio;Botafogo;-;6ª Rodada;Olímpico;2;2;RS;RJ;Empate
18h00;Domingo;16/05/2004;São Paulo;Paraná;-;6ª Rodada;Morumbi;2;2;SP;PR;Empate
18h30;Domingo;16/05/2004;Fluminense;Vitória;Fluminense;6ª Rodada;Maracanã;1;0;RJ;ES;RJ
19h00;Domingo;16/05/2004;Corinthians;Guarani;Corinthians;6ª Rodada;Pacaembu;1;0;SP;SP;SP
16h00;Sábado;22/05/2004;Botafogo;Figueirense;-;7ª Rodada;Caio Martins;1;1;RJ;SC;Empate
16h00;Sábado;22/05/2004;Paysandu;Grêmio;Grêmio;7ª Rodada;Mangueirão;1;3;PA;RS;RS
18h00;Sábado;22/05/2004;Internacional;Goiás;Internacional;7ª Rodada;Beira Rio;1;0;RS;GO;RS
18h00;Sábado;22/05/2004;Coritiba;Atlético-MG;Atlético-MG;7ª Rodada;Couto Pereira;0;1;PR;MG;MG
16h00;Domingo;23/05/2004;Santos;Palmeiras;Palmeiras;7ª Rodada;Vila Belmiro;0;4;SP;SP;SP
16h00;Domingo;23/05/2004;Flamengo;Fluminense;Fluminense;7ª Rodada;Maracanã;1;2;RJ;RJ;RJ
16h00;Domingo;23/05/2004;São Caetano;Vasco;São Caetano;7ª Rodada;Anacleto Campanella;3;2;SP;RJ;SP
16h00;Domingo;23/05/2004;Paraná;Ponte Preta;Ponte Preta;7ª Rodada;Pinheirão;0;1;PR;SP;SP
16h00;Domingo;23/05/2004;Criciúma;Vitória;Criciúma;7ª Rodada;Heriberto Hulse;2;0;SC;ES;SC
16h00;Domingo;23/05/2004;Juventude;Guarani;Juventude;7ª Rodada;Alfredo Jaconi;2;0;RS;SP;RS
18h00;Domingo;23/05/2004;Corinthians;Atlético-PR;Atlético-PR;7ª Rodada;Pacaembu;0;5;SP;PR;PR
18h00;Domingo;23/05/2004;Cruzeiro;São Paulo;Cruzeiro;7ª Rodada;Mineirão;2;1;MG;SP;MG
16h00;Sábado;29/05/2004;Fluminense;Criciúma;-;8ª Rodada;Maracanã;1;1;RJ;SC;Empate
16h00;Sábado;29/05/2004;Ponte Preta;Juventude;Juventude;8ª Rodada;Moisés Lucarelli;0;1;SP;RS;RS
16h00;Sábado;29/05/2004;Figueirense;Paysandu;-;8ª Rodada;Orlando Scarpelli;1;1;SC;PA;Empate
18h00;Sábado;29/05/2004;Palmeiras;Coritiba;Palmeiras;8ª Rodada;Parque Antártica;2;0;SP;PR;SP
18h00;Sábado;29/05/2004;Vitória;Internacional;Vitória;8ª Rodada;Barradão;2;1;ES;RS;ES
16h00;Domingo;30/05/2004;Atlético-MG;Santos;-;8ª Rodada;Mineirão;3;3;MG;SP;Empate
16h00;Domingo;30/05/2004;Vasco;Botafogo;Vasco;8ª Rodada;Maracanã;4;0;RJ;RJ;RJ
16h00;Domingo;30/05/2004;São Paulo;Corinthians;-;8ª Rodada;Morumbi;1;1;SP;SP;Empate
16h00;Domingo;30/05/2004;Guarani;Paraná;Guarani;8ª Rodada;Brinco de Ouro;1;0;SP;PR;SP
16h00;Domingo;30/05/2004;Goiás;Flamengo;-;8ª Rodada;Serra Dourada;2;2;GO;RJ;Empate
18h00;Domingo;30/05/2004;Atlético-PR;Cruzeiro;Atlético-PR;8ª Rodada;Arena da Baixada;3;1;PR;MG;PR
18h00;Domingo;30/05/2004;Grêmio;São Caetano;São Caetano;8ª Rodada;Olímpico;1;2;RS;SP;SP
16h00;Sábado;12/06/2004;Fluminense;Guarani;-;9ª Rodada;Raulino de Oliveira;1;1;RJ;SP;Empate
16h00;Sábado;12/06/2004;Paraná;Botafogo;-;9ª Rodada;Pinheirão;1;1;PR;RJ;Empate
18h00;Sábado;12/06/2004;Internacional;Atlético-MG;Internacional;9ª Rodada;Beira Rio;4;1;RS;MG;RS
18h00;Sábado;12/06/2004;São Paulo;Grêmio;São Paulo;9ª Rodada;Morumbi;3;2;SP;RS;SP
16h00;Domingo;13/06/2004;Goiás;Corinthians;-;9ª Rodada;Serra Dourada;1;1;GO;SP;Empate
16h00;Domingo;13/06/2004;Palmeiras;Vasco;-;9ª Rodada;Parque Antártica;2;2;SP;RJ;Empate
16h00;Domingo;13/06/2004;Cruzeiro;Paysandu;Cruzeiro;9ª Rodada;Mineirão;1;0;MG;PA;MG
16h00;Domingo;13/06/2004;Coritiba;São Caetano;Coritiba;9ª Rodada;Couto Pereira;1;0;PR;SP;PR
16h00;Domingo;13/06/2004;Criciúma;Juventude;Criciúma;9ª Rodada;Heriberto Hulse;2;0;SC;RS;SC
16h00;Domingo;13/06/2004;Ponte Preta;Figueirense;Figueirense;9ª Rodada;Moisés Lucarelli;0;2;SP;SC;SC
18h00;Domingo;13/06/2004;Flamengo;Atlético-PR;Flamengo;9ª Rodada;Raulino de Oliveira;3;0;RJ;PR;RJ
18h00;Domingo;13/06/2004;Vitória;Santos;Santos;9ª Rodada;Barradão;1;2;ES;SP;SP
16h00;Sábado;19/06/2004;Grêmio;Coritiba;-;10ª Rodada;Olímpico;1;1;RS;PR;Empate
16h00;Sábado;19/06/2004;Atlético-PR;Vitória;Vitória;10ª Rodada;Arena da Baixada;1;3;PR;ES;ES
18h00;Sábado;19/06/2004;Vasco;Paraná;-;10ª Rodada;São Januário;0;0;RJ;PR;Empate
18h00;Sábado;19/06/2004;Figueirense;Cruzeiro;-;10ª Rodada;Orlando Scarpelli;0;0;SC;MG;Empate
16h00;Domingo;20/06/2004;São Caetano;Palmeiras;-;10ª Rodada;Anacleto Campanella;1;1;SP;SP;Empate
16h00;Domingo;20/06/2004;Corinthians;Flamengo;-;10ª Rodada;Mj José Levi Sobrinho;1;1;SP;RJ;Empate
16h00;Domingo;20/06/2004;Botafogo;Ponte Preta;Ponte Preta;10ª Rodada;Caio Martins;0;1;RJ;SP;SP
16h00;Domingo;20/06/2004;Paysandu;São Paulo;Paysandu;10ª Rodada;Mangueirão;1;0;PA;SP;PA
16h00;Domingo;20/06/2004;Guarani;Criciúma;Guarani;10ª Rodada;Brinco de Ouro;2;1;SP;SC;SP
16h00;Domingo;20/06/2004;Juventude;Goiás;-;10ª Rodada;Alfredo Jaconi;1;1;RS;GO;Empate
18h00;Domingo;20/06/2004;Santos;Internacional;Santos;10ª Rodada;Vila Belmiro;3;0;SP;RS;SP
18h00;Domingo;20/06/2004;Atlético-MG;Fluminense;Atlético-MG;10ª Rodada;Mineirão;2;1;MG;RJ;MG
20h30;Quinta-feira;24/06/2004;São Caetano;Juventude;São Caetano;3ª Rodada;Anacleto Campanella;1;0;SP;RS;SP
16h00;Sábado;26/06/2004;Criciúma;Grêmio;Grêmio;11ª Rodada;Heriberto Hulse;1;2;SC;RS;RS
16h00;Sábado;26/06/2004;Coritiba;Paraná;-;11ª Rodada;Couto Pereira;1;1;PR;PR;Empate
18h00;Sábado;26/06/2004;Flamengo;Figueirense;Figueirense;11ª Rodada;Raulino de Oliveira;0;3;RJ;SC;SC
18h00;Sábado;26/06/2004;Santos;Guarani;Santos;11ª Rodada;Pacaembu;2;1;SP;SP;SP
16h00;Domingo;27/06/2004;Internacional;Vasco;Vasco;11ª Rodada;Beira Rio;1;3;RS;RJ;RJ
16h00;Domingo;27/06/2004;Juventude;Corinthians;Juventude;11ª Rodada;Alfredo Jaconi;1;0;RS;SP;RS
16h00;Domingo;27/06/2004;Botafogo;Fluminense;-;11ª Rodada;Maracanã;3;3;RJ;RJ;Empate
16h00;Domingo;27/06/2004;Palmeiras;São Paulo;Palmeiras;11ª Rodada;Pacaembu;2;1;SP;SP;SP
16h00;Domingo;27/06/2004;Paysandu;Vitória;Paysandu;11ª Rodada;Mangueirão;4;2;PA;ES;PA
17h00;Domingo;27/06/2004;Goiás;São Caetano;Goiás;11ª Rodada;Serra Dourada;3;2;GO;SP;GO
18h00;Domingo;27/06/2004;Ponte Preta;Cruzeiro;Ponte Preta;11ª Rodada;Moisés Lucarelli;1;0;SP;MG;SP
18h00;Domingo;27/06/2004;Atlético-MG;Atlético-PR;Atlético-PR;11ª Rodada;Mineirão;0;1;MG;PR;PR
16h00;Sábado;03/07/2004;Internacional;Criciúma;Internacional;12ª Rodada;Beira Rio;3;0;RS;SC;RS
16h00;Sábado;03/07/2004;São Paulo;Ponte Preta;São Paulo;12ª Rodada;Morumbi;2;0;SP;SP;SP
16h00;Sábado;03/07/2004;Atlético-PR;Juventude;Atlético-PR;12ª Rodada;Arena da Baixada;4;1;PR;RS;PR
16h00;Sábado;03/07/2004;Figueirense;Vasco;-;12ª Rodada;Orlando Scarpelli;2;2;SC;RJ;Empate
17h00;Sábado;03/07/2004;Vitória;Goiás;-;12ª Rodada;Barradão;0;0;ES;GO;Empate
18h00;Sábado;03/07/2004;Guarani;Atlético-MG;-;12ª Rodada;Brinco de Ouro;1;1;SP;MG;Empate
18h00;Sábado;03/07/2004;Fluminense;Grêmio;Fluminense;12ª Rodada;Maracanã;2;0;RJ;RS;RJ
16h00;Domingo;04/07/2004;Paraná;Palmeiras;Palmeiras;12ª Rodada;Pinheirão;1;2;PR;SP;SP
16h00;Domingo;04/07/2004;São Caetano;Botafogo;Botafogo;12ª Rodada;Anacleto Campanella;1;2;SP;RJ;RJ
16h00;Domingo;04/07/2004;Corinthians;Santos;Santos;12ª Rodada;Pacaembu;2;3;SP;SP;SP
18h00;Domingo;04/07/2004;Flamengo;Paysandu;Flamengo;12ª Rodada;Raulino de Oliveira;4;1;RJ;PA;RJ
18h00;Domingo;04/07/2004;Cruzeiro;Coritiba;Coritiba;12ª Rodada;Mineirão;0;3;MG;PR;PR
20h30;Terça-feira;06/07/2004;São Paulo;Atlético-MG;São Paulo;13ª Rodada;Morumbi;1;0;SP;MG;SP
20h30;Terça-feira;06/07/2004;Goiás;Fluminense;Goiás;13ª Rodada;Serra Dourada;4;0;GO;RJ;GO
20h30;Terça-feira;06/07/2004;Grêmio;Figueirense;-;13ª Rodada;Olímpico;2;2;RS;SC;Empate
20h30;Terça-feira;06/07/2004;Vasco;Vitória;Vasco;13ª Rodada;São Januário;3;1;RJ;ES;RJ
20h30;Quarta-feira;07/07/2004;Botafogo;Internacional;Botafogo;13ª Rodada;Caio Martins;5;1;RJ;RS;RJ
20h30;Quarta-feira;07/07/2004;Paraná;Atlético-PR;Paraná;13ª Rodada;Pinheirão;1;0;PR;PR;PR
20h30;Quarta-feira;07/07/2004;Cruzeiro;Guarani;Cruzeiro;13ª Rodada;Mineirão;2;0;MG;SP;MG
20h30;Quarta-feira;07/07/2004;Palmeiras;Juventude;Palmeiras;13ª Rodada;Parque Antártica;4;1;SP;RS;SP
20h30;Quarta-feira;07/07/2004;Paysandu;São Caetano;-;13ª Rodada;Mangueirão;0;0;PA;SP;Empate
21h45;Quarta-feira;07/07/2004;Criciúma;Flamengo;-;13ª Rodada;Heriberto Hulse;1;1;SC;RJ;Empate
21h45;Quarta-feira;07/07/2004;Ponte Preta;Santos;Santos;13ª Rodada;Moisés Lucarelli;0;4;SP;SP;SP
21h45;Quarta-feira;07/07/2004;Coritiba;Corinthians;Corinthians;13ª Rodada;Couto Pereira;1;2;PR;SP;SP
15h30;Sábado;10/07/2004;Ponte Preta;Guarani;Ponte Preta;14ª Rodada;Moisés Lucarelli;3;1;SP;SP;SP
16h00;Sábado;10/07/2004;Internacional;Grêmio;Internacional;14ª Rodada;Beira Rio;2;0;RS;RS;RS
16h00;Sábado;10/07/2004;Santos;São Paulo;Santos;14ª Rodada;Vila Belmiro;2;1;SP;SP;SP
16h00;Sábado;10/07/2004;Vitória;Botafogo;Vitória;14ª Rodada;Barradão;1;0;ES;RJ;ES
16h00;Sábado;10/07/2004;Flamengo;Vasco;Vasco;14ª Rodada;Maracanã;0;1;RJ;RJ;RJ
16h00;Sábado;10/07/2004;Juventude;Coritiba;Juventude;14ª Rodada;Alfredo Jaconi;1;0;RS;PR;RS
17h00;Sábado;10/07/2004;Goiás;Paysandu;Goiás;14ª Rodada;Serra Dourada;3;2;GO;PA;GO
18h00;Sábado;10/07/2004;Corinthians;Paraná;Corinthians;14ª Rodada;Pacaembu;1;0;SP;PR;SP
18h00;Sábado;10/07/2004;Atlético-PR;Palmeiras;-;14ª Rodada;Arena da Baixada;0;0;PR;SP;Empate
20h30;Sábado;10/07/2004;Figueirense;Criciúma;Figueirense;14ª Rodada;Orlando Scarpelli;2;0;SC;SC;SC
20h30;Sábado;10/07/2004;Fluminense;São Caetano;Fluminense;14ª Rodada;Raulino de Oliveira;1;0;RJ;SP;RJ
20h30;Sábado;10/07/2004;Atlético-MG;Cruzeiro;Atlético-MG;14ª Rodada;Mineirão;2;0;MG;MG;MG
20h30;Terça-feira;13/07/2004;Atlético-MG;Vitória;-;15ª Rodada;Independência;1;1;MG;ES;Empate
20h30;Terça-feira;13/07/2004;Corinthians;Criciúma;Corinthians;15ª Rodada;Pacaembu;1;0;SP;SC;SP
20h30;Terça-feira;13/07/2004;Juventude;Fluminense;Juventude;15ª Rodada;Alfredo Jaconi;2;1;RS;RJ;RS
20h30;Terça-feira;13/07/2004;Grêmio;Cruzeiro;Cruzeiro;15ª Rodada;Olímpico;2;3;RS;MG;MG
20h30;Terça-feira;13/07/2004;Guarani;Internacional;Guarani;15ª Rodada;Brinco de Ouro;2;1;SP;RS;SP
20h30;Terça-feira;13/07/2004;Figueirense;Paraná;-;15ª Rodada;Orlando Scarpelli;0;0;SC;PR;Empate
20h30;Terça-feira;13/07/2004;Paysandu;Ponte Preta;Paysandu;15ª Rodada;Mangueirão;3;0;PA;SP;PA
20h30;Terça-feira;13/07/2004;Atlético-PR;Goiás;Atlético-PR;15ª Rodada;Arena da Baixada;6;0;PR;GO;PR
20h30;Terça-feira;13/07/2004;Vasco;Coritiba;Coritiba;15ª Rodada;São Januário;2;3;RJ;PR;PR
20h30;Terça-feira;13/07/2004;São Caetano;São Paulo;-;15ª Rodada;Anacleto Campanella;0;0;SP;SP;Empate
21h45;Terça-feira;13/07/2004;Botafogo;Palmeiras;-;15ª Rodada;Caio Martins;1;1;RJ;SP;Empate
21h45;Terça-feira;13/07/2004;Santos;Flamengo;Santos;15ª Rodada;Vila Belmiro;2;0;SP;RJ;SP
16h00;Sábado;17/07/2004;Cruzeiro;Botafogo;Cruzeiro;16ª Rodada;Mineirão;3;2;MG;RJ;MG
16h00;Sábado;17/07/2004;Internacional;Atlético-PR;Internacional;16ª Rodada;Beira Rio;6;0;RS;PR;RS
16h00;Sábado;17/07/2004;Palmeiras;Grêmio;Palmeiras;16ª Rodada;Parque Antártica;2;0;SP;RS;SP
16h00;Sábado;17/07/2004;Vitória;Corinthians;-;16ª Rodada;Barradão;1;1;ES;SP;Empate
16h00;Sábado;17/07/2004;Paraná;São Caetano;São Caetano;16ª Rodada;Pinheirão;0;1;PR;SP;SP
17h00;Sábado;17/07/2004;Goiás;Guarani;Goiás;16ª Rodada;Serra Dourada;2;0;GO;SP;GO
18h00;Sábado;17/07/2004;Flamengo;Juventude;Juventude;16ª Rodada;Raulino de Oliveira;0;1;RJ;RS;RS
18h00;Sábado;17/07/2004;Fluminense;Santos;Fluminense;16ª Rodada;Maracanã;1;0;RJ;SP;RJ
20h30;Sábado;17/07/2004;Criciúma;Atlético-MG;Criciúma;16ª Rodada;Heriberto Hulse;4;2;SC;MG;SC
