Horario;Dia;Data;Clube 1;Clube 2;Vencedor;Rodada;Arena;p1;p2;C1 Estado;C2 Estado;Vencedor Estado
20h30;Quinta-feira;19/07/2007;Flamengo;Paraná;Paraná;12ª Rodada;Parque do Sabiá;1;2;RJ;PR;PR
20h30;Quinta-feira;19/07/2007;Goiás;Grêmio;-;12ª Rodada;Serra Dourada;0;0;GO;RS;Empate
20h30;Quinta-feira;19/07/2007;Palmeiras;Santos;-;12ª Rodada;Parque Antártica;2;2;SP;SP;Empate
18h10;Sábado;21/07/2007;Juventude;Internacional;Juventude;13ª Rodada;Alfredo Jaconi;2;0;RS;RS;RS
18h10;Sábado;21/07/2007;América-RN;Atlético-PR;América-RN;13ª Rodada;Machadão;2;1;RN;PR;RN
18h10;Sábado;21/07/2007;Vasco;Atlético-MG;Vasco;13ª Rodada;São Januário;4;0;RJ;MG;RJ
16h00;Domingo;22/07/2007;Corinthians;Náutico;Náutico;13ª Rodada;Morumbi;0;3;SP;PE;PE
16h00;Domingo;22/07/2007;Fluminense;Goiás;Fluminense;13ª Rodada;Engenheiro Araripe;3;0;RJ;GO;RJ
16h00;Domingo;22/07/2007;Grêmio;Flamengo;Grêmio;13ª Rodada;Olímpico;1;0;RS;RJ;RS
16h00;Domingo;22/07/2007;Cruzeiro;São Paulo;São Paulo;13ª Rodada;Mineirão;1;2;MG;SP;SP
18h10;Domingo;22/07/2007;Paraná;Palmeiras;Paraná;13ª Rodada;Durival de Brito;1;0;PR;SP;PR
18h10;Domingo;22/07/2007;Sport;Botafogo;-;13ª Rodada;Ilha do Retiro;3;3;PE;RJ;Empate
18h10;Domingo;22/07/2007;Santos;Figueirense;Santos;13ª Rodada;Vila Belmiro;3;1;SP;SC;SP
19h30;Quarta-feira;25/07/2007;Atlético-PR;Cruzeiro;-;14ª Rodada;Kyocera Arena;2;2;PR;MG;Empate
19h30;Quarta-feira;25/07/2007;Goiás;Santos;Goiás;14ª Rodada;Serra Dourada;1;0;GO;SP;GO
20h30;Quarta-feira;25/07/2007;Náutico;Grêmio;Grêmio;14ª Rodada;Aflitos;0;2;PE;RS;RS
20h30;Quarta-feira;25/07/2007;Flamengo;América-RN;Flamengo;14ª Rodada;Mário Helênio;3;1;RJ;RN;RJ
21h45;Quarta-feira;25/07/2007;Palmeiras;Vasco;Palmeiras;14ª Rodada;Parque Antártica;3;2;SP;RJ;SP
21h45;Quarta-feira;25/07/2007;Figueirense;Corinthians;-;14ª Rodada;Orlando Scarpelli;2;2;SC;SP;Empate
21h45;Quarta-feira;25/07/2007;Internacional;Paraná;Internacional;14ª Rodada;Beira Rio;1;0;RS;PR;RS
15h00;Quinta-feira;19/07/2007;Botafogo;Juventude;Botafogo;14ª Rodada;Giulite Coutinho;3;1;RJ;RS;RJ
20h30;Quinta-feira;19/07/2007;Atlético-MG;Fluminense;Atlético-MG;14ª Rodada;Mineirão;3;0;MG;RJ;MG
20h30;Quinta-feira;19/07/2007;São Paulo;Sport;São Paulo;14ª Rodada;Morumbi;3;1;SP;PE;SP
18h10;Sábado;28/07/2007;Santos;Náutico;Náutico;15ª Rodada;Vila Belmiro;1;2;SP;PE;PE
18h10;Sábado;28/07/2007;Vasco;Goiás;Vasco;15ª Rodada;São Januário;4;1;RJ;GO;RJ
18h10;Sábado;28/07/2007;Grêmio;Atlético-PR;-;15ª Rodada;Olímpico;1;1;RS;PR;Empate
16h00;Domingo;29/07/2007;Corinthians;Flamengo;-;15ª Rodada;Morumbi;2;2;SP;RJ;Empate
16h00;Domingo;29/07/2007;Paraná;Atlético-MG;Atlético-MG;15ª Rodada;Durival de Brito;1;3;PR;MG;MG
16h00;Domingo;29/07/2007;Juventude;Palmeiras;-;15ª Rodada;Alfredo Jaconi;1;1;RS;SP;Empate
16h00;Domingo;29/07/2007;Sport;Internacional;Internacional;15ª Rodada;Ilha do Retiro;1;5;PE;RS;RS
18h10;Domingo;29/07/2007;Cruzeiro;Botafogo;Cruzeiro;15ª Rodada;Mineirão;3;2;MG;RJ;MG
18h10;Domingo;29/07/2007;América-RN;São Paulo;São Paulo;15ª Rodada;Machadão;0;1;RN;SP;SP
18h10;Domingo;29/07/2007;Fluminense;Figueirense;-;15ª Rodada;Mané Garrincha;1;1;RJ;SC;Empate
19h30;Quarta-feira;01/08/2007;Náutico;Fluminense;-;16ª Rodada;Aflitos;0;0;PE;RJ;Empate
19h30;Quarta-feira;01/08/2007;Goiás;Paraná;Goiás;16ª Rodada;Serra Dourada;2;0;GO;PR;GO
20h30;Quarta-feira;01/08/2007;Palmeiras;Sport;Sport;16ª Rodada;Parque Antártica;1;2;SP;PE;PE
20h30;Quarta-feira;01/08/2007;Botafogo;América-RN;Botafogo;16ª Rodada;Engenheiro Araripe;4;2;RJ;RN;RJ
21h45;Quarta-feira;01/08/2007;Atlético-MG;Santos;Santos;16ª Rodada;Mineirão;1;2;MG;SP;SP
21h45;Quarta-feira;01/08/2007;Atlético-PR;Corinthians;-;16ª Rodada;Kyocera Arena;2;2;PR;SP;Empate
21h45;Quarta-feira;01/08/2007;Internacional;Vasco;Vasco;16ª Rodada;Beira Rio;0;2;RS;RJ;RJ
20h30;Quinta-feira;02/08/2007;São Paulo;Juventude;São Paulo;16ª Rodada;Morumbi;3;1;SP;RS;SP
20h30;Quinta-feira;02/08/2007;Figueirense;Grêmio;Figueirense;16ª Rodada;Orlando Scarpelli;1;0;SC;RS;SC
18h10;Sábado;04/08/2007;Sport;Atlético-PR;Sport;17ª Rodada;Ilha do Retiro;3;2;PE;PR;PE
18h10;Sábado;04/08/2007;América-RN;Náutico;Náutico;17ª Rodada;Machadão;1;5;RN;PE;PE
18h10;Sábado;04/08/2007;Corinthians;Goiás;Corinthians;17ª Rodada;Morumbi;1;0;SP;GO;SP
16h00;Domingo;05/08/2007;Santos;Flamengo;Santos;17ª Rodada;Vila Belmiro;3;0;SP;RJ;SP
16h00;Domingo;05/08/2007;Cruzeiro;Internacional;Cruzeiro;17ª Rodada;Mineirão;3;2;MG;RS;MG
16h00;Domingo;05/08/2007;Fluminense;Palmeiras;Palmeiras;17ª Rodada;Maracanã;0;1;RJ;SP;SP
16h00;Domingo;05/08/2007;Juventude;Atlético-MG;Atlético-MG;17ª Rodada;Alfredo Jaconi;1;2;RS;MG;MG
18h10;Domingo;05/08/2007;Grêmio;São Paulo;São Paulo;17ª Rodada;Olímpico;0;2;RS;SP;SP
18h10;Domingo;05/08/2007;Vasco;Figueirense;-;17ª Rodada;São Januário;2;2;RJ;SC;Empate
18h10;Domingo;05/08/2007;Paraná;Botafogo;-;17ª Rodada;Durival de Brito;0;0;PR;RJ;Empate
19h30;Quarta-feira;08/08/2007;Cruzeiro;Sport;Cruzeiro;18ª Rodada;Mineirão;2;0;MG;PE;MG
19h30;Quarta-feira;08/08/2007;Juventude;Fluminense;-;18ª Rodada;Alfredo Jaconi;0;0;RS;RJ;Empate
20h30;Quarta-feira;08/08/2007;Náutico;Figueirense;Náutico;18ª Rodada;Aflitos;4;2;PE;SC;PE
21h45;Quarta-feira;08/08/2007;Goiás;Atlético-MG;Goiás;18ª Rodada;Serra Dourada;3;2;GO;MG;GO
21h45;Quarta-feira;08/08/2007;Atlético-PR;Flamengo;Atlético-PR;18ª Rodada;Kyocera Arena;2;0;PR;RJ;PR
21h45;Quarta-feira;08/08/2007;Botafogo;São Paulo;São Paulo;18ª Rodada;Maracanã;0;2;RJ;SP;SP
20h30;Quinta-feira;09/08/2007;Vasco;Corinthians;Vasco;18ª Rodada;São Januário;2;0;RJ;SP;RJ
20h30;Quinta-feira;09/08/2007;Grêmio;América-RN;Grêmio;18ª Rodada;Olímpico;3;0;RS;RN;RS
20h30;Quinta-feira;09/08/2007;Palmeiras;Internacional;-;18ª Rodada;Parque Antártica;1;1;SP;RS;Empate
20h30;Quinta-feira;09/08/2007;Santos;Paraná;Santos;18ª Rodada;Vila Belmiro;2;0;SP;PR;SP
18h10;Sábado;11/08/2007;Sport;Juventude;Sport;19ª Rodada;Ilha do Retiro;3;0;PE;RS;PE
18h10;Sábado;11/08/2007;São Paulo;Atlético-PR;São Paulo;19ª Rodada;Morumbi;2;0;SP;PR;SP
18h10;Sábado;11/08/2007;Flamengo;Náutico;Flamengo;19ª Rodada;Maracanã;2;1;RJ;PE;RJ
16h00;Domingo;12/08/2007;Corinthians;Grêmio;Corinthians;19ª Rodada;Pacaembu;2;1;SP;RS;SP
16h00;Domingo;12/08/2007;Atlético-MG;Palmeiras;Palmeiras;19ª Rodada;Mineirão;1;2;MG;SP;SP
16h00;Domingo;12/08/2007;Figueirense;Botafogo;-;19ª Rodada;Orlando Scarpelli;1;1;SC;RJ;Empate
16h00;Domingo;12/08/2007;Internacional;Goiás;Internacional;19ª Rodada;Beira Rio;1;0;RS;GO;RS
18h10;Domingo;12/08/2007;América-RN;Cruzeiro;Cruzeiro;19ª Rodada;Machadão;1;2;RN;MG;MG
18h10;Domingo;12/08/2007;Fluminense;Santos;Fluminense;19ª Rodada;Maracanã;3;0;RJ;SP;RJ
18h10;Domingo;12/08/2007;Paraná;Vasco;-;19ª Rodada;Durival de Brito;0;0;PR;RJ;Empate
21h45;Quarta-feira;15/08/2007;Botafogo;Corinthians;Corinthians;7ª Rodada;Maracanã;2;3;RJ;SP;SP
20h30;Quinta-feira;16/08/2007;Fluminense;Flamengo;Flamengo;11ª Rodada;Maracanã;0;1;RJ;RJ;RJ
18h10;Sábado;18/08/2007;Santos;Sport;Santos;20ª Rodada;Vila Belmiro;2;0;SP;PE;SP
18h10;Sábado;18/08/2007;Atlético-PR;Figueirense;-;20ª Rodada;Kyocera Arena;1;1;PR;SC;Empate
18h10;Sábado;18/08/2007;Grêmio;Paraná;Grêmio;20ª Rodada;Olímpico;2;0;RS;PR;RS
16h00;Domingo;19/08/2007;Palmeiras;Flamengo;Palmeiras;20ª Rodada;Parque Antártica;2;1;SP;RJ;SP
16h00;Domingo;19/08/2007;Náutico;Atlético-MG;Atlético-MG;20ª Rodada;Aflitos;0;1;PE;MG;MG
16h00;Domingo;19/08/2007;Juventude;Corinthians;-;20ª Rodada;Alfredo Jaconi;2;2;RS;SP;Empate
16h00;Domingo;19/08/2007;Vasco;América-RN;Vasco;20ª Rodada;São Januário;2;0;RJ;RN;RJ
18h10;Domingo;19/08/2007;Botafogo;Internacional;-;20ª Rodada;Maracanã;1;1;RJ;RS;Empate
18h10;Domingo;19/08/2007;Cruzeiro;Fluminense;Cruzeiro;20ª Rodada;Mineirão;4;2;MG;RJ;MG
18h10;Domingo;19/08/2007;Goiás;São Paulo;-;20ª Rodada;Serra Dourada;0;0;GO;SP;Empate
20h30;Quinta-feira;23/08/2007;Flamengo;Juventude;Flamengo;8ª Rodada;Maracanã;4;0;RJ;RS;RJ
18h10;Sábado;25/08/2007;Corinthians;Cruzeiro;Cruzeiro;21ª Rodada;Pacaembu;0;3;SP;MG;MG
18h10;Sábado;25/08/2007;Fluminense;Grêmio;-;21ª Rodada;Maracanã;1;1;RJ;RS;Empate
18h10;Sábado;25/08/2007;Internacional;Atlético-PR;Internacional;21ª Rodada;Beira Rio;1;0;RS;PR;RS
16h00;Domingo;26/08/2007;Atlético-MG;Botafogo;Botafogo;21ª Rodada;Mineirão;1;2;MG;RJ;RJ
16h00;Domingo;26/08/2007;São Paulo;Náutico;São Paulo;21ª Rodada;Morumbi;5;0;SP;PE;SP
16h00;Domingo;26/08/2007;Paraná;Juventude;Paraná;21ª Rodada;Durival de Brito;3;1;PR;RS;PR
16h00;Domingo;26/08/2007;Figueirense;Palmeiras;Palmeiras;21ª Rodada;Orlando Scarpelli;1;2;SC;SP;SP
18h10;Domingo;26/08/2007;América-RN;Santos;Santos;21ª Rodada;Machadão;1;4;RN;SP;SP
18h10;Domingo;26/08/2007;Sport;Vasco;-;21ª Rodada;Ilha do Retiro;0;0;PE;RJ;Empate
18h10;Domingo;26/08/2007;Flamengo;Goiás;Flamengo;21ª Rodada;Maracanã;3;1;RJ;GO;RJ
19h30;Quarta-feira;29/08/2007;Paraná;Cruzeiro;-;22ª Rodada;Durival de Brito;2;2;PR;MG;Empate
19h30;Quarta-feira;29/08/2007;Juventude;Goiás;Juventude;22ª Rodada;Alfredo Jaconi;2;0;RS;GO;RS
20h30;Quarta-feira;29/08/2007;Botafogo;Flamengo;-;22ª Rodada;Maracanã;1;1;RJ;RJ;Empate
20h30;Quarta-feira;29/08/2007;Figueirense;América-RN;Figueirense;22ª Rodada;Orlando Scarpelli;3;1;SC;RN;SC
21h30;Quarta-feira;29/08/2007;Palmeiras;São Paulo;São Paulo;22ª Rodada;Parque Antártica;0;1;SP;SP;SP
21h45;Quarta-feira;29/08/2007;Atlético-MG;Corinthians;Atlético-MG;22ª Rodada;Mineirão;5;2;MG;SP;MG
21h45;Quarta-feira;29/08/2007;Sport;Grêmio;Sport;22ª Rodada;Ilha do Retiro;2;0;PE;RS;PE
21h45;Quarta-feira;29/08/2007;Internacional;Fluminense;Fluminense;22ª Rodada;Beira Rio;1;4;RS;RJ;RJ
20h30;Quinta-feira;30/08/2007;Santos;Atlético-PR;Santos;22ª Rodada;Vila Belmiro;3;1;SP;PR;SP
20h30;Quinta-feira;30/08/2007;Vasco;Náutico;Vasco;22ª Rodada;São Januário;4;1;RJ;PE;RJ
18h10;Sábado;01/09/2007;São Paulo;Paraná;São Paulo;23ª Rodada;Morumbi;6;0;SP;PR;SP
18h10;Sábado;01/09/2007;Flamengo;Sport;-;23ª Rodada;Maracanã;1;1;RJ;PE;Empate
18h10;Sábado;01/09/2007;América-RN;Juventude;Juventude;23ª Rodada;Machadão;0;3;RN;RS;RS
16h00;Domingo;02/09/2007;Corinthians;Santos;Corinthians;23ª Rodada;Pacaembu;2;0;SP;SP;SP
16h00;Domingo;02/09/2007;Cruzeiro;Palmeiras;Cruzeiro;23ª Rodada;Mineirão;5;0;MG;SP;MG
16h00;Domingo;02/09/2007;Atlético-PR;Atlético-MG;Atlético-PR;23ª Rodada;Kyocera Arena;1;0;PR;MG;PR
16h00;Domingo;02/09/2007;Grêmio;Botafogo;Grêmio;23ª Rodada;Olímpico;3;0;RS;RJ;RS
18h10;Domingo;02/09/2007;Goiás;Figueirense;Goiás;23ª Rodada;Serra Dourada;2;1;GO;SC;GO
18h10;Domingo;02/09/2007;Fluminense;Vasco;-;23ª Rodada;Maracanã;1;1;RJ;RJ;Empate
18h10;Domingo;02/09/2007;Náutico;Internacional;-;23ª Rodada;Aflitos;1;1;PE;RS;Empate
19h30;Quarta-feira;05/09/2007;Corinthians;América-RN;Corinthians;24ª Rodada;Pacaembu;1;0;SP;RN;SP
19h30;Quarta-feira;05/09/2007;Goiás;Atlético-PR;Atlético-PR;24ª Rodada;Serra Dourada;2;3;GO;PR;PR
20h30;Quarta-feira;05/09/2007;Flamengo;Figueirense;Flamengo;24ª Rodada;Maracanã;4;1;RJ;SC;RJ
20h30;Quarta-feira;05/09/2007;Juventude;Cruzeiro;Juventude;24ª Rodada;Alfredo Jaconi;1;0;RS;MG;RS
21h45;Quarta-feira;05/09/2007;Santos;Internacional;Santos;24ª Rodada;Vila Belmiro;2;1;SP;RS;SP
21h45;Quarta-feira;05/09/2007;Atlético-MG;São Paulo;-;24ª Rodada;Mineirão;0;0;MG;SP;Empate
21h45;Quarta-feira;05/09/2007;Grêmio;Vasco;Grêmio;24ª Rodada;Olímpico;3;1;RS;RJ;RS
20h30;Quinta-feira;06/09/2007;Paraná;Náutico;Náutico;24ª Rodada;Durival de Brito;2;4;PR;PE;PE
20h30;Quinta-feira;06/09/2007;Botafogo;Palmeiras;-;24ª Rodada;Maracanã;1;1;RJ;SP;Empate
